Clave entidad,"Entidad
federativa",Clave municipio,Municipio,Índice de rezago social
14,Jalisco,14011,Atengo,-0.561734
14,Jalisco,14012,Atenguillo,-0.903461
14,Jalisco,14013,Atotonilco el Alto,-0.886297
14,Jalisco,14014,Atoyac,-0.564898
14,Jalisco,14015,Autlán de Navarro,-1.024138
14,Jalisco,14016,Ayotlán,-0.709515
14,Jalisco,14017,Ayutla,-0.888539
14,Jalisco,14018,La Barca,-0.911828
14,Jalisco,14019,Bolaños,2.413635
14,Jalisco,14020,Cabo Corrientes,-0.356114
14,Jalisco,14021,Casimiro Castillo,-0.743008
14,Jalisco,14022,Cihuatlán,-0.760205
14,Jalisco,14023,Zapotlán el Grande,-1.192947
14,Jalisco,14024,Cocula,-0.987616
14,Jalisco,14025,Colotlán,-1.117514
14,Jalisco,14026,Concepción de Buenos Aires,-0.743997
14,Jalisco,14027,Cuautitlán de García Barragán,0.699831
14,Jalisco,14028,Cuautla,-0.548397
14,Jalisco,14029,Cuquío,-0.62226
14,Jalisco,14030,Chapala,-1.15721
14,Jalisco,14031,Chimaltitán,0.753031
14,Jalisco,14032,Chiquilistlán,-0.478103
14,Jalisco,14033,Degollado,-0.81233
14,Jalisco,14034,Ejutla,-0.718981
14,Jalisco,14035,Encarnación de Díaz,-0.910991
14,Jalisco,14036,Etzatlán,-1.15281
14,Jalisco,14037,El Grullo,-1.071568
14,Jalisco,14038,Guachinango,-0.711614
14,Jalisco,14039,Guadalajara,-1.3417
14,Jalisco,14040,Hostotipaquillo,-0.626644
14,Jalisco,14041,Huejúcar,-0.982872
14,Jalisco,14042,Huejuquilla el Alto,-0.29225
14,Jalisco,14043,La Huerta,-0.697538
14,Jalisco,14044,Ixtlahuacán de los Membrillos,-0.967437
14,Jalisco,14045,Ixtlahuacán del Río,-0.800359
14,Jalisco,14046,Jalostotitlán,-1.0013
14,Jalisco,14047,Jamay,-0.917348
14,Jalisco,14048,Jesús María,-0.618624
14,Jalisco,14049,Jilotlán de los Dolores,-0.209476
14,Jalisco,14050,Jocotepec,-0.809552
14,Jalisco,14051,Juanacatlán,-1.106803
14,Jalisco,14052,Juchitlán,-0.879399
14,Jalisco,14053,Lagos de Moreno,-0.969389
14,Jalisco,14054,El Limón,-0.945314
14,Jalisco,14055,Magdalena,-1.048355
14,Jalisco,14056,Santa María del Oro,0.59893
14,Jalisco,14057,La Manzanilla de la Paz,-0.943604
14,Jalisco,14058,Mascota,-1.036579
14,Jalisco,14059,Mazamitla,-0.919131
14,Jalisco,14060,Mexticacán,-0.687099
14,Jalisco,14061,Mezquitic,4.606749
14,Jalisco,14062,Mixtlán,-0.78814
14,Jalisco,14063,Ocotlán,-1.015214
14,Jalisco,14064,Ojuelos de Jalisco,-0.558481
14,Jalisco,14065,Pihuamo,-0.54165
14,Jalisco,14066,Poncitlán,-0.693105
14,Jalisco,14067,Puerto Vallarta,-1.155159
14,Jalisco,14068,Villa Purificación,-0.500468
14,Jalisco,14069,Quitupan,-0.374447
14,Jalisco,14070,El Salto,-0.962645
14,Jalisco,14071,San Cristóbal de la Barranca,-0.519897
14,Jalisco,14072,San Diego de Alejandría,-0.793198
14,Jalisco,14073,San Juan de los Lagos,-0.967635
14,Jalisco,14074,San Julián,-0.951708
14,Jalisco,14075,San Marcos,-0.862545
14,Jalisco,14076,San Martín de Bolaños,-0.143902
14,Jalisco,14077,San Martín Hidalgo,-1.042209
14,Jalisco,14078,San Miguel el Alto,-0.869247
14,Jalisco,14079,Gómez Farías,-0.782514
14,Jalisco,14080,San Sebastián del Oeste,-0.561166
14,Jalisco,14081,Santa María de los Ángeles,-0.63791
14,Jalisco,14082,Sayula,-1.024692
14,Jalisco,14083,Tala,-0.983211
14,Jalisco,14084,Talpa de Allende,-0.695555
14,Jalisco,14085,Tamazula de Gordiano,-0.800524
14,Jalisco,14086,Tapalpa,-0.674082
14,Jalisco,14087,Tecalitlán,-0.594673
14,Jalisco,14088,Tecolotlán,-0.951887
14,Jalisco,14089,Techaluta de Montenegro,-0.782976
14,Jalisco,14090,Tenamaxtlán,-1.039056
14,Jalisco,14091,Teocaltiche,-0.887725
14,Jalisco,14092,Teocuitatlán de Corona,-0.740623
14,Jalisco,14093,Tepatitlán de Morelos,-1.085521
14,Jalisco,14094,Tequila,-0.994939
14,Jalisco,14095,Teuchitlán,-1.027886
14,Jalisco,14096,Tizapán el Alto,-0.704221
14,Jalisco,14097,Tlajomulco de Zúñiga,-1.183862
14,Jalisco,14098,San Pedro Tlaquepaque,-1.190253
14,Jalisco,14099,Tolimán,-0.305543
14,Jalisco,14100,Tomatlán,-0.432989
14,Jalisco,14101,Tonalá,-1.182097
14,Jalisco,14102,Tonaya,-1.012064
14,Jalisco,14103,Tonila,-0.914865
14,Jalisco,14104,Totatiche,-0.720268
14,Jalisco,14105,Tototlán,-0.834486
14,Jalisco,14106,Tuxcacuesco,-0.369871
14,Jalisco,14107,Tuxcueca,-0.821936
14,Jalisco,14108,Tuxpan,-0.854231
14,Jalisco,14109,Unión de San Antonio,-0.600489
14,Jalisco,14110,Unión de Tula,-1.017756
14,Jalisco,14111,Valle de Guadalupe,-0.979512
14,Jalisco,14112,Valle de Juárez,-0.797788
14,Jalisco,14113,San Gabriel,-0.656669
14,Jalisco,14114,Villa Corona,-0.894107
14,Jalisco,14115,Villa Guerrero,-0.1137
14,Jalisco,14116,Villa Hidalgo,-1.053785
14,Jalisco,14117,Cañadas de Obregón,-0.522863
14,Jalisco,14118,Yahualica de González Gallo,-0.817356
14,Jalisco,14119,Zacoalco de Torres,-0.788164
14,Jalisco,14120,Zapopan,-1.272576
14,Jalisco,14121,Zapotiltic,-0.952425
14,Jalisco,14122,Zapotitlán de Vadillo,-0.134613
14,Jalisco,14123,Zapotlán del Rey,-0.768457
14,Jalisco,14124,Zapotlanejo,-0.939527
14,Jalisco,14125,San Ignacio Cerro Gordo,-0.809672
15,México,15001,Acambay de Ruíz Castañeda,0.232584
15,México,15002,Acolman,-1.016887
15,México,15003,Aculco,0.077221
15,México,15004,Almoloya de Alquisiras,-0.114168
15,México,15005,Almoloya de Juárez,-0.175501
15,México,15006,Almoloya del Río,-0.810396
15,México,15007,Amanalco,0.252554
15,México,15008,Amatepec,0.052734
15,México,15009,Amecameca,-0.845984
15,México,15010,Apaxco,-1.008782
15,México,15011,Atenco,-0.806248
15,México,15012,Atizapán,-0.674769
15,México,15013,Atizapán de Zaragoza,-1.305154
15,México,15014,Atlacomulco,-0.494635
15,México,15015,Atlautla,-0.3193
15,México,15016,Axapusco,-0.729046
15,México,15017,Ayapango,-0.964372
15,México,15018,Calimaya,-1.049318
15,México,15019,Capulhuac,-0.985248
15,México,15020,Coacalco de Berriozábal,-1.463503
15,México,15021,Coatepec Harinas,-0.00986
15,México,15022,Cocotitlán,-0.956612
15,México,15023,Coyotepec,-0.925627
15,México,15024,Cuautitlán,-1.418401
15,México,15025,Chalco,-0.946757
15,México,15026,Chapa de Mota,-0.03388
15,México,15027,Chapultepec,-1.082111
15,México,15028,Chiautla,-1.010488
15,México,15029,Chicoloapan,-1.212614
15,México,15030,Chiconcuac,-1.041196
15,México,15031,Chimalhuacán,-0.897422
15,México,15032,Donato Guerra,0.960216
15,México,15033,Ecatepec de Morelos,-1.217934
15,México,15034,Ecatzingo,-0.210484
15,México,15035,Huehuetoca,-1.186174
15,México,15036,Hueypoxtla,-0.707284
15,México,15037,Huixquilucan,-1.232901
15,México,15038,Isidro Fabela,-0.678086
15,México,15039,Ixtapaluca,-1.147348
15,México,15040,Ixtapan de la Sal,-0.447412
15,México,15041,Ixtapan del Oro,0.478251
15,México,15042,Ixtlahuaca,-0.07735
15,México,15043,Xalatlaco,-0.59134
15,México,15044,Jaltenco,-1.210044
15,México,15045,Jilotepec,-0.375665
15,México,15046,Jilotzingo,-0.853303
15,México,15047,Jiquipilco,-0.028475
15,México,15048,Jocotitlán,-0.48921
15,México,15049,Joquicingo,-0.30796
15,México,15050,Juchitepec,-0.527987
15,México,15051,Lerma,-1.057189
15,México,15052,Malinalco,-0.158165
15,México,15053,Melchor Ocampo,-1.119372
15,México,15054,Metepec,-1.355831
15,México,15055,Mexicaltzingo,-1.008261
15,México,15056,Morelos,0.657331
15,México,15057,Naucalpan de Juárez,-1.22168
15,México,15058,Nezahualcóyotl,-1.231234
15,México,15059,Nextlalpan,-1.09511
15,México,15060,Nicolás Romero,-1.055037
15,México,15061,Nopaltepec,-0.757059
15,México,15062,Ocoyoacac,-1.054562
15,México,15063,Ocuilan,-0.239844
15,México,15064,El Oro,-0.175375
15,México,15065,Otumba,-0.859412
15,México,15066,Otzoloapan,-0.329547
15,México,15067,Otzolotepec,-0.611617
15,México,15068,Ozumba,-0.573797
15,México,15069,Papalotla,-1.182342
15,México,15070,La Paz,-0.886248
15,México,15071,Polotitlán,-0.722621
15,México,15072,Rayón,-0.910729
15,México,15073,San Antonio la Isla,-1.18234
15,México,15074,San Felipe del Progreso,0.899887
15,México,15075,San Martín de las Pirámides,-0.949243
15,México,15076,San Mateo Atenco,-1.016994
15,México,15077,San Simón de Guerrero,-0.16127
15,México,15078,Santo Tomás,-0.453717
15,México,15079,Soyaniquilpan de Juárez,-0.515633
15,México,15080,Sultepec,0.527459
15,México,15081,Tecámac,-1.375786
15,México,15082,Tejupilco,-0.219724
15,México,15083,Temamatla,-0.767961
15,México,15084,Temascalapa,-0.800272
15,México,15085,Temascalcingo,-0.137204
15,México,15086,Temascaltepec,0.205933
15,México,15087,Temoaya,-0.18131
15,México,15088,Tenancingo,-0.65363
15,México,15089,Tenango del Aire,-0.9236
15,México,15090,Tenango del Valle,-0.529853
15,México,15091,Teoloyucan,-1.012769
15,México,15092,Teotihuacán,-1.093884
15,México,15093,Tepetlaoxtoc,-0.907368
15,México,15094,Tepetlixpa,-0.497324
15,México,15095,Tepotzotlán,-1.028496
15,México,15096,Tequixquiac,-0.971587
15,México,15097,Texcaltitlán,-0.050802
15,México,15098,Texcalyacac,-0.879334
15,México,15099,Texcoco,-1.010396
15,México,15100,Tezoyuca,-0.61818
15,México,15101,Tianguistenco,-0.6542
15,México,15102,Timilpan,-0.554741
15,México,15103,Tlalmanalco,-1.143319
15,México,15104,Tlalnepantla de Baz,-1.270055
15,México,15105,Tlatlaya,0.097939
15,México,15106,Toluca,-1.055367
15,México,15107,Tonatico,-0.769349
15,México,15108,Tultepec,-1.282163
15,México,15109,Tultitlán,-1.277346
15,México,15110,Valle de Bravo,-0.726684
15,México,15111,Villa de Allende,0.642086
15,México,15112,Villa del Carbón,0.141563
15,México,15113,Villa Guerrero,-0.074316
15,México,15114,Villa Victoria,1.054294
15,México,15115,Xonacatlán,-0.874135
15,México,15116,Zacazonapan,-0.553528
15,México,15117,Zacualpan,0.723989
15,México,15118,Zinacantepec,-0.795792
15,México,15119,Zumpahuacán,0.334047
15,México,15120,Zumpango,-1.110164
15,México,15121,Cuautitlán Izcalli,-1.377332
15,México,15122,Valle de Chalco Solidaridad,-0.914528
15,México,15123,Luvianos,0.239679
15,México,15124,San José del Rincón,1.154552
15,México,15125,Tonanitla,-1.143247
16,Michoacán de Ocampo,16001,Acuitzio,-0.47751
16,Michoacán de Ocampo,16002,Aguililla,-0.062369
16,Michoacán de Ocampo,16003,Álvaro Obregón,-0.651338
16,Michoacán de Ocampo,16004,Angamacutiro,-0.398368
16,Michoacán de Ocampo,16005,Angangueo,-0.233614
16,Michoacán de Ocampo,16006,Apatzingán,-0.486702
16,Michoacán de Ocampo,16007,Aporo,-0.326063
16,Michoacán de Ocampo,16008,Aquila,1.528749
16,Michoacán de Ocampo,16009,Ario,-0.531118
16,Michoacán de Ocampo,16010,Arteaga,-0.086817
16,Michoacán de Ocampo,16011,Briseñas,-0.734971
16,Michoacán de Ocampo,16012,Buenavista,-0.189167
16,Michoacán de Ocampo,16013,Carácuaro,0.069319
16,Michoacán de Ocampo,16014,Coahuayana,-0.354501
16,Michoacán de Ocampo,16015,Coalcomán de Vázquez Pallares,-0.268599
16,Michoacán de Ocampo,16016,Coeneo,-0.367754
16,Michoacán de Ocampo,16017,Contepec,-0.287302
16,Michoacán de Ocampo,16018,Copándaro,-0.579551
16,Michoacán de Ocampo,16019,Cotija,-0.546476
16,Michoacán de Ocampo,16020,Cuitzeo,-0.493717
16,Michoacán de Ocampo,16021,Charapan,1.058064
16,Michoacán de Ocampo,16022,Charo,-0.654216
16,Michoacán de Ocampo,16023,Chavinda,-0.566511
16,Michoacán de Ocampo,16024,Cherán,0.304729
16,Michoacán de Ocampo,16025,Chilchota,0.225376
16,Michoacán de Ocampo,16026,Chinicuila,0.027981
16,Michoacán de Ocampo,16027,Chucándiro,-0.054908
16,Michoacán de Ocampo,16028,Churintzio,-0.77547
16,Michoacán de Ocampo,16029,Churumuco,0.40742
16,Michoacán de Ocampo,16030,Ecuandureo,-0.495814
16,Michoacán de Ocampo,16031,Epitacio Huerta,-0.339867
16,Michoacán de Ocampo,16032,Erongarícuaro,-0.222833
16,Michoacán de Ocampo,16033,Gabriel Zamora,-0.455858
16,Michoacán de Ocampo,16034,Hidalgo,-0.446255
16,Michoacán de Ocampo,16035,La Huacana,-0.110391
16,Michoacán de Ocampo,16036,Huandacareo,-0.781289
16,Michoacán de Ocampo,16037,Huaniqueo,-0.408583
16,Michoacán de Ocampo,16038,Huetamo,-0.324638
16,Michoacán de Ocampo,16039,Huiramba,-0.510292
16,Michoacán de Ocampo,16040,Indaparapeo,-0.258159
16,Michoacán de Ocampo,16041,Irimbo,-0.399228
16,Michoacán de Ocampo,16042,Ixtlán,-0.420619
16,Michoacán de Ocampo,16043,Jacona,-0.540679
16,Michoacán de Ocampo,16044,Jiménez,-0.587964
16,Michoacán de Ocampo,16045,Jiquilpan,-0.787111
16,Michoacán de Ocampo,16046,Juárez,-0.513943
16,Michoacán de Ocampo,16047,Jungapeo,-0.47854
16,Michoacán de Ocampo,16048,Lagunillas,-0.466689
16,Michoacán de Ocampo,16049,Madero,0.318021
16,Michoacán de Ocampo,16050,Maravatío,-0.428673
16,Michoacán de Ocampo,16051,Marcos Castellanos,-1.03838
16,Michoacán de Ocampo,16052,Lázaro Cárdenas,-0.969938
16,Michoacán de Ocampo,16053,Morelia,-1.180576
16,Michoacán de Ocampo,16054,Morelos,-0.511479
16,Michoacán de Ocampo,16055,Múgica,-0.400475
16,Michoacán de Ocampo,16056,Nahuatzen,1.11999
16,Michoacán de Ocampo,16057,Nocupétaro,0.30113
16,Michoacán de Ocampo,16058,Nuevo Parangaricutiro,-0.77082
16,Michoacán de Ocampo,16059,Nuevo Urecho,-0.420381
16,Michoacán de Ocampo,16060,Numarán,-0.631732
16,Michoacán de Ocampo,16061,Ocampo,0.219348
16,Michoacán de Ocampo,16062,Pajacuarán,-0.414901
16,Michoacán de Ocampo,16063,Panindícuaro,-0.331637
16,Michoacán de Ocampo,16064,Parácuaro,-0.180553
16,Michoacán de Ocampo,16065,Paracho,0.167747
16,Michoacán de Ocampo,16066,Pátzcuaro,-0.494398
16,Michoacán de Ocampo,16067,Penjamillo,-0.490324
16,Michoacán de Ocampo,16068,Peribán,-0.716202
16,Michoacán de Ocampo,16069,La Piedad,-0.997996
16,Michoacán de Ocampo,16070,Purépero,-0.876323
16,Michoacán de Ocampo,16071,Puruándiro,-0.615608
16,Michoacán de Ocampo,16072,Queréndaro,-0.504057
16,Michoacán de Ocampo,16073,Quiroga,-0.202168
16,Michoacán de Ocampo,16074,Cojumatlán de Régules,-0.541342
16,Michoacán de Ocampo,16075,Los Reyes,-0.195428
16,Michoacán de Ocampo,16076,Sahuayo,-0.901399
16,Michoacán de Ocampo,16077,San Lucas,-0.094469
16,Michoacán de Ocampo,16078,Santa Ana Maya,-0.644311
16,Michoacán de Ocampo,16079,Salvador Escalante,0.038961
16,Michoacán de Ocampo,16080,Senguio,-0.258486
16,Michoacán de Ocampo,16081,Susupuato,0.612554
16,Michoacán de Ocampo,16082,Tacámbaro,-0.617709
16,Michoacán de Ocampo,16083,Tancítaro,-0.523045
16,Michoacán de Ocampo,16084,Tangamandapio,0.059722
16,Michoacán de Ocampo,16085,Tangancícuaro,-0.294679
16,Michoacán de Ocampo,16086,Tanhuato,-0.7122
16,Michoacán de Ocampo,16087,Taretan,-0.63722
16,Michoacán de Ocampo,16088,Tarímbaro,-1.052885
16,Michoacán de Ocampo,16089,Tepalcatepec,-0.647772
16,Michoacán de Ocampo,16090,Tingambato,-0.100039
16,Michoacán de Ocampo,16091,Tingüindín,-0.679342
16,Michoacán de Ocampo,16092,Tiquicheo de Nicolás Romero,0.279097
16,Michoacán de Ocampo,16093,Tlalpujahua,-0.15278
16,Michoacán de Ocampo,16094,Tlazazalca,-0.368621
16,Michoacán de Ocampo,16095,Tocumbo,-0.425951
16,Michoacán de Ocampo,16096,Tumbiscatío,0.271803
16,Michoacán de Ocampo,16097,Turicato,0.230022
16,Michoacán de Ocampo,16098,Tuxpan,-0.4757
16,Michoacán de Ocampo,16099,Tuzantla,0.046232
16,Michoacán de Ocampo,16100,Tzintzuntzan,-0.181811
16,Michoacán de Ocampo,16101,Tzitzio,0.838441
16,Michoacán de Ocampo,16102,Uruapan,-0.861512
16,Michoacán de Ocampo,16103,Venustiano Carranza,-0.661941
16,Michoacán de Ocampo,16104,Villamar,-0.457793
16,Michoacán de Ocampo,16105,Vista Hermosa,-0.709979
16,Michoacán de Ocampo,16106,Yurécuaro,-0.407693
16,Michoacán de Ocampo,16107,Zacapu,-0.890435
16,Michoacán de Ocampo,16108,Zamora,-0.77
16,Michoacán de Ocampo,16109,Zináparo,-0.717642
16,Michoacán de Ocampo,16110,Zinapécuaro,-0.750263
16,Michoacán de Ocampo,16111,Ziracuaretiro,-0.540029
16,Michoacán de Ocampo,16112,Zitácuaro,-0.489516
16,Michoacán de Ocampo,16113,José Sixto Verduzco,-0.671391
17,Morelos,17001,Amacuzac,-0.482608
17,Morelos,17002,Atlatlahucan,-0.492468
17,Morelos,17003,Axochiapan,-0.281821
17,Morelos,17004,Ayala,-0.497999
17,Morelos,17005,Coatlán del Río,-0.41614
17,Morelos,17006,Cuautla,-0.952349
17,Morelos,17007,Cuernavaca,-1.246878
17,Morelos,17008,Emiliano Zapata,-1.012178
17,Morelos,17009,Huitzilac,-0.559215
17,Morelos,17010,Jantetelco,-0.484023
17,Morelos,17011,Jiutepec,-1.174747
17,Morelos,17012,Jojutla,-0.866935
17,Morelos,17013,Jonacatepec de Leandro Valle,-0.521943
17,Morelos,17014,Mazatepec,-0.71672
17,Morelos,17015,Miacatlán,-0.684655
17,Morelos,17016,Ocuituco,-0.378244
17,Morelos,17017,Puente de Ixtla,-0.747988
17,Morelos,17018,Temixco,-0.798326
17,Morelos,17019,Tepalcingo,-0.399643
17,Morelos,17020,Tepoztlán,-0.652623
17,Morelos,17021,Tetecala,-0.692026
17,Morelos,17022,Tetela del Volcán,-0.319327
17,Morelos,17023,Tlalnepantla,-0.098411
17,Morelos,17024,Tlaltizapán de Zapata,-0.663995
17,Morelos,17025,Tlaquiltenango,-0.600067
17,Morelos,17026,Tlayacapan,-0.550874
17,Morelos,17027,Totolapan,-0.004966
17,Morelos,17028,Xochitepec,-0.7418
17,Morelos,17029,Yautepec,-0.756775
17,Morelos,17030,Yecapixtla,-0.559332
17,Morelos,17031,Zacatepec,-1.077112
17,Morelos,17032,Zacualpan de Amilpas,-0.745669
17,Morelos,17033,Temoac,-0.401861
17,Morelos,17034,Coatetelco,0.387638
17,Morelos,17035,Xoxocotla,0.218552
17,Morelos,17036,Hueyapan,0.529148
18,Nayarit,18001,Acaponeta,-0.699457
18,Nayarit,18002,Ahuacatlán,-0.986383
18,Nayarit,18003,Amatlán de Cañas,-0.907088
18,Nayarit,18004,Compostela,-0.889762
18,Nayarit,18005,Huajicori,1.960731
18,Nayarit,18006,Ixtlán del Río,-1.094638
18,Nayarit,18007,Jala,-0.288277
18,Nayarit,18008,Xalisco,-1.216494
18,Nayarit,18009,Del Nayar,5.074744
18,Nayarit,18010,Rosamorada,-0.58123
18,Nayarit,18011,Ruíz,-0.321091
18,Nayarit,18012,San Blas,-0.679499
18,Nayarit,18013,San Pedro Lagunillas,-0.916683
18,Nayarit,18014,Santa María del Oro,-0.623588
18,Nayarit,18015,Santiago Ixcuintla,-0.795071
18,Nayarit,18016,Tecuala,-0.875713
18,Nayarit,18017,Tepic,-1.213796
18,Nayarit,18018,Tuxpan,-0.961274
18,Nayarit,18019,La Yesca,1.743538
18,Nayarit,18020,Bahía de Banderas,-1.045391
19,Nuevo León,19001,Abasolo,-1.125021
19,Nuevo León,19002,Agualeguas,-0.93282
19,Nuevo León,19003,Los Aldamas,-0.907215
19,Nuevo León,19004,Allende,-1.142397
19,Nuevo León,19005,Anáhuac,-0.825282
19,Nuevo León,19006,Apodaca,-1.506361
19,Nuevo León,19007,Aramberri,-0.084188
19,Nuevo León,19008,Bustamante,-0.908533
19,Nuevo León,19009,Cadereyta Jiménez,-1.160138
19,Nuevo León,19010,El Carmen,-1.213524
19,Nuevo León,19011,Cerralvo,-0.899237
19,Nuevo León,19012,Ciénega de Flores,-1.160312
19,Nuevo León,19013,China,-0.557934
19,Nuevo León,19014,Doctor Arroyo,0.185431
19,Nuevo León,19015,Doctor Coss,-0.769808
19,Nuevo León,19016,Doctor González,-0.748767
19,Nuevo León,19017,Galeana,-0.380583
19,Nuevo León,19018,García,-1.324283
19,Nuevo León,19019,San Pedro Garza García,-1.367207
19,Nuevo León,19020,General Bravo,-0.880533
19,Nuevo León,19021,General Escobedo,-1.342311
19,Nuevo León,19022,General Terán,-0.809083
19,Nuevo León,19023,General Treviño,-0.722708
19,Nuevo León,19024,General Zaragoza,0.336598
19,Nuevo León,19025,General Zuazua,-1.270429
19,Nuevo León,19026,Guadalupe,-1.412271
19,Nuevo León,19027,Los Herreras,-0.713407
19,Nuevo León,19028,Higueras,-0.837919
19,Nuevo León,19029,Hualahuises,-1.064791
19,Nuevo León,19030,Iturbide,-0.269957
19,Nuevo León,19031,Juárez,-1.324739
19,Nuevo León,19032,Lampazos de Naranjo,-0.957253
19,Nuevo León,19033,Linares,-1.054393
19,Nuevo León,19034,Marín,-1.09203
19,Nuevo León,19035,Melchor Ocampo,-1.039397
19,Nuevo León,19036,Mier y Noriega,0.345079
19,Nuevo León,19037,Mina,-0.790684
19,Nuevo León,19038,Montemorelos,-1.111001
19,Nuevo León,19039,Monterrey,-1.33268
19,Nuevo León,19040,Parás,-0.91468
19,Nuevo León,19041,Pesquería,-1.177381
19,Nuevo León,19042,Los Ramones,-0.784683
19,Nuevo León,19043,Rayones,-0.050216
19,Nuevo León,19044,Sabinas Hidalgo,-1.210437
19,Nuevo León,19045,Salinas Victoria,-1.182215
19,Nuevo León,19046,San Nicolás de los Garza,-1.460158
19,Nuevo León,19047,Hidalgo,-1.146255
19,Nuevo León,19048,Santa Catarina,-1.347309
19,Nuevo León,19049,Santiago,-1.160329
19,Nuevo León,19050,Vallecillo,-0.686661
19,Nuevo León,19051,Villaldama,-0.983773
20,Oaxaca,20001,Abejones,0.815821
20,Oaxaca,20002,Acatlán de Pérez Figueroa,0.066739
20,Oaxaca,20003,Asunción Cacalotepec,1.873466
20,Oaxaca,20004,Asunción Cuyotepeji,-0.158009
20,Oaxaca,20005,Asunción Ixtaltepec,-0.494904
20,Oaxaca,20006,Asunción Nochixtlán,-0.050485
20,Oaxaca,20007,Asunción Ocotlán,2.176115
20,Oaxaca,20008,Asunción Tlacolulita,0.324694
20,Oaxaca,20009,Ayotzintepec,0.449867
20,Oaxaca,20010,El Barrio de la Soledad,-0.856314
20,Oaxaca,20011,Calihualá,0.821549
20,Oaxaca,20012,Candelaria Loxicha,1.768702
20,Oaxaca,20013,Ciénega de Zimatlán,-0.583268
20,Oaxaca,20014,Ciudad Ixtepec,-0.756319
20,Oaxaca,20015,Coatecas Altas,2.010036
20,Oaxaca,20016,Coicoyán de las Flores,3.30464
20,Oaxaca,20017,La Compañía,1.031368
20,Oaxaca,20018,Concepción Buenavista,0.416116
20,Oaxaca,20019,Concepción Pápalo,0.68511
20,Oaxaca,20020,Constancia del Rosario,0.96141
20,Oaxaca,20021,Cosolapa,-0.29893
20,Oaxaca,20022,Cosoltepec,0.065971
20,Oaxaca,20023,Cuilápam de Guerrero,0.271797
20,Oaxaca,20024,Cuyamecalco Villa de Zaragoza,1.24711
20,Oaxaca,20025,Chahuites,-0.070896
20,Oaxaca,20026,Chalcatongo de Hidalgo,0.700694
20,Oaxaca,20027,Chiquihuitlán de Benito Juárez,1.483942
20,Oaxaca,20028,Heroica Ciudad de Ejutla de Crespo,0.520629
20,Oaxaca,20029,Eloxochitlán de Flores Magón,2.271906
20,Oaxaca,20030,El Espinal,-1.015521
20,Oaxaca,20031,Tamazulápam del Espíritu Santo,1.292013
20,Oaxaca,20032,Fresnillo de Trujano,0.365571
20,Oaxaca,20033,Guadalupe Etla,-0.890246
20,Oaxaca,20034,Guadalupe de Ramírez,-0.221517
20,Oaxaca,20035,Guelatao de Juárez,-1.144406
20,Oaxaca,20036,Guevea de Humboldt,0.799478
20,Oaxaca,20037,Mesones Hidalgo,1.003708
20,Oaxaca,20038,Villa Hidalgo,0.526231
20,Oaxaca,20039,Heroica Ciudad de Huajuapan de León,-0.807282
20,Oaxaca,20040,Huautepec,2.933266
20,Oaxaca,20041,Huautla de Jiménez,1.853011
20,Oaxaca,20042,Ixtlán de Juárez,-0.066751
20,Oaxaca,20043,Juchitán de Zaragoza,-0.59883
20,Oaxaca,20044,Loma Bonita,-0.242733
20,Oaxaca,20045,Magdalena Apasco,-0.993843
20,Oaxaca,20046,Magdalena Jaltepec,0.426558
20,Oaxaca,20047,Santa Magdalena Jicotlán,-0.459308
20,Oaxaca,20048,Magdalena Mixtepec,1.939802
20,Oaxaca,20049,Magdalena Ocotlán,0.750093
20,Oaxaca,20050,Magdalena Peñasco,1.79183
20,Oaxaca,20051,Magdalena Teitipac,1.985178
20,Oaxaca,20052,Magdalena Tequisistlán,0.109878
20,Oaxaca,20053,Magdalena Tlacotepec,-0.451465
20,Oaxaca,20054,Magdalena Zahuatlán,0.350878
20,Oaxaca,20055,Mariscala de Juárez,-0.216641
20,Oaxaca,20056,Mártires de Tacubaya,0.171343
20,Oaxaca,20057,Matías Romero Avendaño,-0.361162
20,Oaxaca,20058,Mazatlán Villa de Flores,2.268355
20,Oaxaca,20059,Miahuatlán de Porfirio Díaz,0.236933
20,Oaxaca,20060,Mixistlán de la Reforma,1.614996
20,Oaxaca,20061,Monjas,1.513554
20,Oaxaca,20062,Natividad,-0.650662
20,Oaxaca,20063,Nazareno Etla,-1.033122
20,Oaxaca,20064,Nejapa de Madero,0.134442
20,Oaxaca,20065,Ixpantepec Nieves,0.625647
20,Oaxaca,20066,Santiago Niltepec,-0.125471
20,Oaxaca,20067,Oaxaca de Juárez,-0.958452
20,Oaxaca,20068,Ocotlán de Morelos,0.080942
20,Oaxaca,20069,La Pe,1.49237
20,Oaxaca,20070,Pinotepa de Don Luis,0.894707
20,Oaxaca,20071,Pluma Hidalgo,1.487636
20,Oaxaca,20072,San José del Progreso,1.071579
20,Oaxaca,20073,Putla Villa de Guerrero,0.166411
20,Oaxaca,20074,Santa Catarina Quioquitani,0.296867
20,Oaxaca,20075,Reforma de Pineda,-0.413756
20,Oaxaca,20076,La Reforma,0.14552
20,Oaxaca,20077,Reyes Etla,-0.480698
20,Oaxaca,20078,Rojas de Cuauhtémoc,-0.722755
20,Oaxaca,20079,Salina Cruz,-0.854991
20,Oaxaca,20080,San Agustín Amatengo,0.72727
20,Oaxaca,20081,San Agustín Atenango,0.470808
20,Oaxaca,20082,San Agustín Chayuco,0.604934
20,Oaxaca,20083,San Agustín de las Juntas,-0.714696
